Country,NUTS1_ID,NUTS2 code+name,NUTS2_ID,NUTS2_name,Fund,Year,Programming_Period,EU_Payment_annual,Modelled_annual_expenditure,Standard_Deviation_of_annual_expenditure,Standard_Error_of_modelled_annual_expenditure
EL,GR2,EL54 Ipeiros,EL54,Ipeiros,ERDF,2002,2000-2006,26909656,28310283,122783,3882
EL,GR2,EL54 Ipeiros,EL54,Ipeiros,ERDF,2003,2000-2006,29815338,46538644,11130558,351979
EL,GR2,EL54 Ipeiros,EL54,Ipeiros,ERDF,2004,2000-2006,53109816,74816157,14082231,445319
EL,GR2,EL54 Ipeiros,EL54,Ipeiros,ERDF,2005,2000-2006,76033552,106726332,13377356,423029
EL,GR2,EL54 Ipeiros,EL54,Ipeiros,ERDF,2006,2000-2006,116772584,136249236,13726361,434065
EL,GR2,EL54 Ipeiros,EL54,Ipeiros,ERDF,2007,2000-2006,165523584,130429705,8740551,276400
EL,GR2,EL54 Ipeiros,EL54,Ipeiros,ERDF,2008,2000-2006,122801984,80244147,5883733,186060
EL,GR2,EL54 Ipeiros,EL54,Ipeiros,ERDF,2009,2000-2006,18878424,27206994,2219573,70189
EL,GR2,EL54 Ipeiros,EL54,Ipeiros,ERDF,2010,2000-2006,462179,0,0,0
EL,GR2,EL54 Ipeiros,EL54,Ipeiros,ERDF,2011,2000-2006,30906768,0,0,0
EL,GR2,EL54 Ipeiros,EL54,Ipeiros,ERDF,2014,2000-2006,1584518,0,0,0
EL,GR2,EL54 Ipeiros,EL54,Ipeiros,ERDF,2015,2000-2006,694380,0,0,0
EL,GR2,EL54 Ipeiros,EL54,Ipeiros,ESF,2000,2000-2006,0,11481036,1148016,36303
EL,GR2,EL54 Ipeiros,EL54,Ipeiros,ESF,2001,2000-2006,28164806,24327571,383694,12133
EL,GR2,EL54 Ipeiros,EL54,Ipeiros,ESF,2002,2000-2006,18751458,21063982,231234,7312
EL,GR2,EL54 Ipeiros,EL54,Ipeiros,ESF,2003,2000-2006,24424448,28738066,431328,13639
EL,GR2,EL54 Ipeiros,EL54,Ipeiros,ESF,2004,2000-2006,35006440,38896163,4399040,139109
EL,GR2,EL54 Ipeiros,EL54,Ipeiros,ESF,2005,2000-2006,38376524,42062450,4780496,151172
EL,GR2,EL54 Ipeiros,EL54,Ipeiros,ESF,2006,2000-2006,36905277,46738983,4170447,131881
EL,GR2,EL54 Ipeiros,EL54,Ipeiros,ESF,2007,2000-2006,54982137,53668646,4127858,130534
EL,GR2,EL54 Ipeiros,EL54,Ipeiros,ESF,2008,2000-2006,67947798,46252806,2703671,85497
EL,GR2,EL54 Ipeiros,EL54,Ipeiros,ESF,2009,2000-2006,4996270,12600075,867015,27417
EL,GR2,EL54 Ipeiros,EL54,Ipeiros,ESF,2010,2000-2006,126567,0,0,0
EL,GR2,EL54 Ipeiros,EL54,Ipeiros,ESF,2012,2000-2006,13790454,0,0,0
EL,GR2,EL54 Ipeiros,EL54,Ipeiros,ESF,2013,2000-2006,2357599,0,0,0
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,CF,2001,2000-2006,0,769516,73055,2310
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,CF,2002,2000-2006,1782900,1013383,73055,2310
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,CF,2004,2000-2006,0,5132544,783289,24769
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,CF,2005,2000-2006,11075665,9652289,412711,13051
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,CF,2006,2000-2006,7518019,6069331,250417,7918
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,CF,2007,2000-2006,4016464,3522019,117249,3707
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,CF,2008,2000-2006,2758230,2862940,345147,10914
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,CF,2009,2000-2006,1546969,2463602,177602,5616
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,CF,2010,2000-2006,2753461,0,0,0
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,CF,2014,2000-2006,33918,0,0,0
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,EAFRD,2000,2000-2006,0,4123929,358934,11350
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,EAFRD,2001,2000-2006,8448875,5084249,292847,9260
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,EAFRD,2002,2000-2006,1555620,2638449,94246,2980
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,EAFRD,2003,2000-2006,3774058,6482245,1419509,44888
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,EAFRD,2004,2000-2006,7894032,10490103,1524766,48217
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,EAFRD,2005,2000-2006,10956096,12823538,1627862,51477
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,EAFRD,2006,2000-2006,11579370,15249176,1717430,54309
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,EAFRD,2007,2000-2006,19933692,15892718,1177772,37244
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,EAFRD,2008,2000-2006,15822622,9861479,708179,22394
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,EAFRD,2009,2000-2006,3327935,2812229,233391,7380
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,EAFRD,2011,2000-2006,2155467,0,0,0
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,EAFRD,2012,2000-2006,10348,0,0,0
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,ERDF,2000,2000-2006,0,21540016,1857672,58744
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,ERDF,2001,2000-2006,43381124,32140943,969384,30654
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,ERDF,2002,2000-2006,20743646,20998208,21954,694
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,ERDF,2003,2000-2006,21256330,30719928,6065213,191798
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,ERDF,2004,2000-2006,34287164,39645982,9686244,306305
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,ERDF,2005,2000-2006,29614032,59438114,8941451,282753
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,ERDF,2006,2000-2006,75005656,86871149,8373676,264798
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,ERDF,2007,2000-2006,98662792,84525802,6462167,204351
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,ERDF,2008,2000-2006,92823048,59839306,4575180,144679
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,ERDF,2009,2000-2006,18673440,20224466,1720170,54396
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,ERDF,2010,2000-2006,296688,0,0,0
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,ERDF,2011,2000-2006,19768008,0,0,0
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,ERDF,2014,2000-2006,986246,0,0,0
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,ERDF,2015,2000-2006,445746,0,0,0
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,ESF,2000,2000-2006,0,6761975,679900,21500
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,ESF,2001,2000-2006,16683157,14337963,235803,7456
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,ESF,2002,2000-2006,10897090,12232985,134321,4247
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,ESF,2003,2000-2006,14193013,17496417,332149,10503
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,ESF,2004,2000-2006,22343178,24062451,2542096,80388
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,ESF,2005,2000-2006,22992285,24579654,2959706,93594
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,ESF,2006,2000-2006,20213038,27502919,2588254,81847
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,ESF,2007,2000-2006,35733044,33028994,2269606,71771
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,ESF,2008,2000-2006,37908566,26106960,1524616,48212
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,ESF,2009,2000-2006,3025267,7551613,517513,16365
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,ESF,2010,2000-2006,73552,0,0,0
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,ESF,2012,2000-2006,6861164,0,0,0
EL,GR2,EL62 Ionia Nisia,EL62,Ionia Nisia,ESF,2013,2000-2006,2738577,0,0,0
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,CF,2000,2000-2006,0,1165443,96881,3063
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,CF,2001,2000-2006,2140725,4044455,158254,5004
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,CF,2002,2000-2006,5637559,3340818,1743746,55142
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,CF,2003,2000-2006,0,3361563,4784460,151297
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,CF,2004,2000-2006,0,17832430,5424270,171530
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,CF,2005,2000-2006,23807080,38398787,4384987,138665
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,CF,2006,2000-2006,44214288,49047947,3587086,113433
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,CF,2007,2000-2006,57405552,43651326,3821036,120831
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,CF,2008,2000-2006,19150600,38309845,8257395,261121
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,CF,2009,2000-2006,37971724,39161088,3890142,123017
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,CF,2010,2000-2006,24366404,0,0,0
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,CF,2011,2000-2006,16678268,0,0,0
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,CF,2012,2000-2006,556412,0,0,0
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,CF,2013,2000-2006,4085719,0,0,0
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,CF,2014,2000-2006,2299374,0,0,0
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,EAFRD,2000,2000-2006,0,14114493,1279178,40451
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,EAFRD,2001,2000-2006,30816164,21818778,815421,25785
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,EAFRD,2002,2000-2006,11172177,14563201,307324,9718
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,EAFRD,2003,2000-2006,18575798,26092850,4429715,140079
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,EAFRD,2004,2000-2006,30229859,35942595,5054804,159846
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,EAFRD,2005,2000-2006,34517836,42442916,5410361,171090
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,EAFRD,2006,2000-2006,40554043,52567557,5690231,179940
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,EAFRD,2007,2000-2006,68949854,56791297,4285699,135525
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,EAFRD,2008,2000-2006,59042997,36742051,2402459,75972
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,EAFRD,2009,2000-2006,8348663,8539885,654068,20683
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,EAFRD,2011,2000-2006,3317656,0,0,0
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,EAFRD,2012,2000-2006,4090576,0,0,0
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,ERDF,2000,2000-2006,0,37875528,3460844,109441
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,ERDF,2001,2000-2006,83631400,75170412,773115,24448
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,ERDF,2002,2000-2006,64949040,67818057,262154,8290
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,ERDF,2003,2000-2006,71284000,83295032,10494584,331867
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,ERDF,2004,2000-2006,86333576,90271183,14253596,450738
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,ERDF,2005,2000-2006,70507216,104349184,14662441,463667
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,ERDF,2006,2000-2006,114274616,145380506,13808052,436648
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,ERDF,2007,2000-2006,181091248,159244431,10064826,318277
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,ERDF,2008,2000-2006,169998512,120490561,8772495,277410
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,ERDF,2009,2000-2006,48162648,50527416,3821750,120854
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,ERDF,2010,2000-2006,608040,0,0,0
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,ERDF,2011,2000-2006,36344964,0,0,0
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,ERDF,2014,2000-2006,6323531,0,0,0
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,ERDF,2015,2000-2006,913522,0,0,0
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,ESF,2000,2000-2006,0,12620807,1259173,39818
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,ESF,2001,2000-2006,30889204,26699718,417983,13217
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,ESF,2002,2000-2006,20635510,23262102,262054,8286
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,ESF,2003,2000-2006,27064048,32039768,496426,15698
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,ESF,2004,2000-2006,39242036,43215105,4713734,149061
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,ESF,2005,2000-2006,42365159,45410494,5357946,169433
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,ESF,2006,2000-2006,37856124,50086632,4691226,148349
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,ESF,2007,2000-2006,60848475,59709686,4668429,147628
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,ESF,2008,2000-2006,76353041,51788449,3030745,95840
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,ESF,2009,2000-2006,5528475,13865671,955710,30222
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,ESF,2010,2000-2006,139284,0,0,0
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,ESF,2012,2000-2006,13145035,0,0,0
EL,GR2,EL63 Dytiki Ellada,EL63,Dytiki Ellada,ESF,2013,2000-2006,4632040,0,0,0
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,CF,2000,2000-2006,0,3732088,339730,10743
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,CF,2001,2000-2006,8198354,8363079,14994,474
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,CF,2002,2000-2006,8560210,4663395,354725,11217
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,CF,2003,2000-2006,0,23326015,5098666,161234
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,CF,2004,2000-2006,46166800,47343380,4923312,155688
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,CF,2005,2000-2006,40817988,52632645,4505997,142492
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,CF,2006,2000-2006,71541392,48697313,2834424,89632
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,CF,2007,2000-2006,13769137,21696798,3051771,96505
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,CF,2008,2000-2006,19754524,34536111,6631251,209698
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,CF,2009,2000-2006,24065164,43300228,3293673,104155
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,CF,2010,2000-2006,23027888,0,0,0
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,CF,2011,2000-2006,30979208,0,0,0
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,CF,2013,2000-2006,1099828,0,0,0
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,CF,2014,2000-2006,310563,0,0,0
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,EAFRD,2000,2000-2006,0,11813110,1035974,32760
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,EAFRD,2001,2000-2006,24522911,15054008,830394,26259
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,EAFRD,2002,2000-2006,4866354,7478390,229067,7243
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,EAFRD,2003,2000-2006,10288696,15430578,3404774,107668
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,EAFRD,2004,2000-2006,17473958,23467939,4303584,136091
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,EAFRD,2005,2000-2006,23150462,32324269,4219682,133438
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,EAFRD,2006,2000-2006,34655789,41471049,4299363,135957
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,EAFRD,2007,2000-2006,49609766,41449746,3497340,110595
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,EAFRD,2008,2000-2006,45803553,27296856,1892910,59859
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,EAFRD,2009,2000-2006,4817591,5825446,474831,15015
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,EAFRD,2011,2000-2006,1914451,0,0,0
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,EAFRD,2012,2000-2006,4507858,0,0,0
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,ERDF,2000,2000-2006,0,52799991,4667205,147590
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,ERDF,2001,2000-2006,111048936,85162087,2288243,72360
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,ERDF,2002,2000-2006,56603720,55417732,104834,3315
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,ERDF,2003,2000-2006,54109352,80431195,18413603,582289
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,ERDF,2004,2000-2006,90339680,120942788,26137004,826524
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,ERDF,2005,2000-2006,112084424,184405750,23353299,738496
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,ERDF,2006,2000-2006,229943776,248587789,23483917,742626
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,ERDF,2007,2000-2006,288564224,221592522,13787050,435984
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,ERDF,2008,2000-2006,193646816,129497197,9511161,300769
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,ERDF,2009,2000-2006,31292210,46881722,3756405,118787
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,ERDF,2010,2000-2006,797591,0,0,0
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,ERDF,2011,2000-2006,44830368,0,0,0
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,ERDF,2014,2000-2006,11259377,0,0,0
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,ERDF,2015,2000-2006,1198303,0,0,0
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,ESF,2000,2000-2006,0,14229274,1408065,44526
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,ESF,2001,2000-2006,34527449,29671054,480567,15196
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,ESF,2002,2000-2006,22743369,25580306,280730,8877
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,ESF,2003,2000-2006,29627220,34302377,462632,14629
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,ESF,2004,2000-2006,40971526,46735250,5500920,173954
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,ESF,2005,2000-2006,47333658,52323135,5762468,182225
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,ESF,2006,2000-2006,47044623,57809493,4960843,156875
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,ESF,2007,2000-2006,65454349,64543116,4854635,153517
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,ESF,2008,2000-2006,81898476,56563457,3374516,106711
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,ESF,2009,2000-2006,9564053,17341763,1202982,38041
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,ESF,2010,2000-2006,153512,0,0,0
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,ESF,2012,2000-2006,14450227,0,0,0
EL,GR2,EL64 Sterea Ellada,EL64,Sterea Ellada,ESF,2013,2000-2006,5330763,0,0,0
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,CF,2000,2000-2006,0,3961062,406674,12860
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,CF,2001,2000-2006,9980000,17726109,795277,25148
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,CF,2002,2000-2006,29496522,17789349,1201952,38009
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,CF,2003,2000-2006,0,34100274,3501008,110711
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,CF,2004,2000-2006,85916520,62602899,4281282,135386
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,CF,2005,2000-2006,22040952,30936811,3080053,97399
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,CF,2006,2000-2006,38110712,40697190,1703607,53872
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,CF,2007,2000-2006,41957396,38683863,1841623,58237
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,CF,2008,2000-2006,27691098,34713347,4851721,153424
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,CF,2009,2000-2006,45658556,39534577,2671186,84470
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,CF,2010,2000-2006,15985934,0,0,0
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,CF,2011,2000-2006,1382562,0,0,0
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,CF,2013,2000-2006,2179708,0,0,0
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,CF,2014,2000-2006,345525,0,0,0
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,EAFRD,2000,2000-2006,0,15183065,1346363,42575
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,EAFRD,2001,2000-2006,32094845,20596034,1019660,32244
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,EAFRD,2002,2000-2006,7787991,10970304,282192,8923
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,EAFRD,2003,2000-2006,14514948,23073885,5141488,162588
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,EAFRD,2004,2000-2006,27254509,37116610,5948940,188122
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,EAFRD,2005,2000-2006,38840169,49849182,5429882,171707
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,EAFRD,2006,2000-2006,53643834,58283985,5346537,169072
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,EAFRD,2007,2000-2006,64659489,53994975,4123196,130386
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,EAFRD,2008,2000-2006,57540680,36166882,2480427,78438
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,EAFRD,2009,2000-2006,11362578,9911620,789073,24952
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,EAFRD,2011,2000-2006,3415173,0,0,0
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,EAFRD,2012,2000-2006,4032328,0,0,0
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,ERDF,2000,2000-2006,0,29117854,2516714,79585
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,ERDF,2001,2000-2006,58890608,45106871,1191356,37673
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,ERDF,2002,2000-2006,31013120,27895111,269495,8522
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,ERDF,2003,2000-2006,24706974,40980765,8912807,281847
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,ERDF,2004,2000-2006,48754392,58281776,13587843,429685
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,ERDF,2005,2000-2006,46364044,85303593,13222041,418117
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,ERDF,2006,2000-2006,101758152,125070353,13262064,419383
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,ERDF,2007,2000-2006,153767616,124433469,9399301,297232
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,ERDF,2008,2000-2006,127415928,79620902,5861617,185360
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,ERDF,2009,2000-2006,16325493,23660310,2000024,63246
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,ERDF,2010,2000-2006,711220,0,0,0
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,ERDF,2011,2000-2006,28756626,0,0,0
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,ERDF,2014,2000-2006,381666,0,0,0
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,ERDF,2015,2000-2006,625168,0,0,0
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,ESF,2000,2000-2006,0,8228650,823389,26037
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,ESF,2001,2000-2006,20201109,17467080,273577,8651
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,ESF,2002,2000-2006,13489142,15290955,180296,5701
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,ESF,2003,2000-2006,17912543,20780253,286953,9074
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,ESF,2004,2000-2006,24952693,27493330,3145131,99457
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,ESF,2005,2000-2006,26771040,29623808,3470409,109743
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,ESF,2006,2000-2006,26104309,33534200,3024095,95630
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,ESF,2007,2000-2006,40251322,38865572,2930568,92672
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,ESF,2008,2000-2006,48336099,32950964,1925683,60895
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,ESF,2009,2000-2006,3609615,9044915,622051,19670
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,ESF,2010,2000-2006,91048,0,0,0
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,ESF,2012,2000-2006,8577147,0,0,0
EL,GR2,EL65 Peloponnisos,EL65,Peloponnisos,ESF,2013,2000-2006,2983657,0,0,0
